well_id,md_m,caliper_mm,borehole_nominal_diameter_mm,enlargement_ratio,data_type,source_file,source_location,confidence,notes
ht1_001,5660,245.49,241.3,1.74,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=245.84mm; Y轴=245.14mm
ht1_001,5690,245.39,241.3,1.69,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=243.9mm; Y轴=246.89mm
ht1_001,5720,245.3,241.3,1.66,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=242.97mm; Y轴=247.64mm
ht1_001,5750,246.0,241.3,1.95,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=242.13mm; Y轴=249.86mm
ht1_001,5780,249.28,241.3,3.31,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=246.31mm; Y轴=252.25mm
ht1_001,5810,246.63,241.3,2.21,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=245.29mm; Y轴=247.98mm
ht1_001,5840,259.13,241.3,7.39,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=257.08mm; Y轴=261.17mm
ht1_001,5870,245.95,241.3,1.93,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=243.25mm; Y轴=248.65mm
ht1_001,5900,253.77,241.3,5.17,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=253.79mm; Y轴=253.74mm
ht1_001,5930,243.58,241.3,0.94,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=240.35mm; Y轴=246.8mm
ht1_001,5960,253.29,241.3,4.97,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=252.72mm; Y轴=253.86mm
ht1_001,5990,245.9,241.3,1.91,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=247.5mm; Y轴=244.3mm
ht1_001,6020,253.15,241.3,4.91,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=252.9mm; Y轴=253.41mm
ht1_001,6050,249.1,241.3,3.23,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=247.22mm; Y轴=250.97mm
ht1_001,6080,249.4,241.3,3.36,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=250.92mm; Y轴=247.89mm
ht1_001,6110,246.25,241.3,2.05,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=244.98mm; Y轴=247.53mm
ht1_001,6140,256.44,241.3,6.27,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=255.34mm; Y轴=257.55mm
ht1_001,6170,250.22,241.3,3.7,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=247.01mm; Y轴=253.43mm
ht1_001,6200,247.83,241.3,2.71,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=244.67mm; Y轴=251.0mm
ht1_001,6230,248.87,241.3,3.14,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=245.85mm; Y轴=251.88mm
ht1_001,6260,249.99,241.3,3.6,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=246.29mm; Y轴=253.68mm
ht1_001,6290,247.95,241.3,2.76,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=245.62mm; Y轴=250.28mm
ht1_001,6320,244.79,241.3,1.45,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=244.21mm; Y轴=245.36mm
ht1_001,6350,243.05,241.3,0.73,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=240.33mm; Y轴=245.77mm
ht1_001,6380,245.42,241.3,1.71,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=241.24mm; Y轴=249.59mm
ht1_001,6410,244.63,241.3,1.38,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=243.88mm; Y轴=245.38mm
ht1_001,6440,244.31,241.3,1.25,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=241.92mm; Y轴=246.7mm
ht1_001,6470,241.29,241.3,-0.0,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=239.05mm; Y轴=243.53mm
ht1_001,6500,243.76,241.3,1.02,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=241.1mm; Y轴=246.43mm
ht1_001,6530,243.84,241.3,1.05,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=243.48mm; Y轴=244.2mm
ht1_001,6560,242.61,241.3,0.54,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=240.22mm; Y轴=245.0mm
ht1_001,6590,243.6,241.3,0.95,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=243.11mm; Y轴=244.1mm
ht1_001,6620,241.4,241.3,0.04,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=240.19mm; Y轴=242.62mm
ht1_001,6650,244.65,241.3,1.39,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=243.35mm; Y轴=245.95mm
ht1_001,6680,245.85,241.3,1.89,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=242.57mm; Y轴=249.13mm
ht1_001,6710,245.34,241.3,1.67,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=241.99mm; Y轴=248.69mm
ht1_001,6740,246.09,241.3,1.99,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=242.4mm; Y轴=249.79mm
ht1_001,6770,246.17,241.3,2.02,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=243.44mm; Y轴=248.89mm
ht1_001,6800,245.84,241.3,1.88,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=244.14mm; Y轴=247.53mm
ht1_001,6830,246.43,241.3,2.13,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=246.64mm; Y轴=246.22mm
ht1_001,6860,246.17,241.3,2.02,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=247.47mm; Y轴=244.88mm
ht1_001,6890,248.68,241.3,3.06,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=244.66mm; Y轴=252.69mm
ht1_001,6920,250.64,241.3,3.87,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=246.71mm; Y轴=254.58mm
ht1_001,6950,249.17,241.3,3.26,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=248.36mm; Y轴=249.99mm
ht1_001,6980,248.89,241.3,3.15,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=248.51mm; Y轴=249.28mm
ht1_001,7010,252.78,241.3,4.76,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=249.41mm; Y轴=256.15mm
ht1_001,7040,251.57,241.3,4.26,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=250.74mm; Y轴=252.39mm
ht1_001,7070,253.7,241.3,5.14,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=251.57mm; Y轴=255.83mm
ht1_001,7100,254.12,241.3,5.31,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=252.3mm; Y轴=255.94mm
ht1_001,7130,246.52,241.3,2.16,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=244.11mm; Y轴=248.93mm
ht1_001,7160,247.97,241.3,2.76,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=246.91mm; Y轴=249.04mm
ht1_001,7190,247.95,241.3,2.76,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=246.55mm; Y轴=249.36mm
ht1_001,7220,248.08,241.3,2.81,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=249.5mm; Y轴=246.66mm
ht1_001,7250,243.64,241.3,0.97,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=246.6mm; Y轴=240.69mm
ht1_001,7280,249.89,241.3,3.56,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=246.83mm; Y轴=252.96mm
ht1_001,7310,246.45,241.3,2.13,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=245.36mm; Y轴=247.54mm
ht1_001,7340,246.47,241.3,2.14,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=247.69mm; Y轴=245.25mm
ht1_001,7370,245.01,241.3,1.54,measured,施工设计/section 1.4.1,30m间隔电测数据,high,X轴=242.59mm; Y轴=247.43mm
