well_id,item,value,unit,top_md_m,bottom_md_m,data_type,source_file,source_location,confidence,notes
hu101,liner_hanger_md,5407.46,m,,,field_measured,2/201/2011/20111/201111/2011111.doc,5.1管串组合设计,high,悬挂器本体下深
hu101,liner_top_md,5402.885,m,,,field_measured,2/201/2011/20111/201111/2011111.doc,5.1管串组合设计,high,回接筒顶深
hu101,liner_bottom_md,7868,m,,,field_measured,2/201/2011/20111/201111/2011111.doc,5.1管串组合设计,high,浮鞋下深
hu101,liner_shoe_md,7868,m,,,field_measured,2/201/2011/20111/201111/2011111.doc,5.1管串组合设计,high,加长防转浮鞋
hu101,openhole_top_md,5700,m,,,field_measured,2/201/2011/20111/201111/2011111.doc,1.2,high,技套鞋5699.8m裸眼自5700m
hu101,openhole_bottom_md,7868,m,,,field_measured,2/201/2011/20111/201111/2011111.doc,前言,high,完钻井深
hu101,liner_inner_diameter,111.16,mm,7048.83,7868,field_measured,2/201/2011/20111/201111/2011111.doc,5.1,high,139.7mm薄壁段14.27mm壁厚
hu101,liner_inner_diameter,108.1,mm,,,field_measured,2/201/2011/20111/201111/2011111.doc,5.1,high,139.7mm厚壁段15.8mm壁厚
hu101,liner_inner_diameter,138.9,mm,5402.885,6796.136,field_measured,2/201/2011/20111/201111/2011115.doc,管串数据,high,168.3mm段13mm壁厚
hu101,liner_outer_diameter,139.7,mm,7048.83,7868,field_measured,2/201/2011/20111/201111/2011111.doc,5.1,high,139.7mm管段
hu101,liner_outer_diameter,168.3,mm,5402.885,6796.136,field_measured,2/201/2011/20111/201111/2011111.doc,5.1,high,168.3mm管段
hu101,borehole_nominal_diameter,215.9,mm,5700,7868,field_measured,2/201/2011/20111/201111/2011111.doc,1.2,high,五开钻头215.9mm
hu101,drill_bit_size,215.9,mm,,,field_measured,2/201/2011/20111/201111/2011111.doc,1.2,high,
hu101,float_collar_md,7855.653,m,,,field_measured,2/201/2011/20111/201111/2011111.doc,5.1,high,浮箍1深度
hu101,float_collar_md,7832.712,m,,,field_measured,2/201/2011/20111/201111/2011111.doc,5.1,high,浮箍2深度
hu101,float_shoe_md,7868,m,,,field_measured,2/201/2011/20111/201111/2011111.doc,5.1,high,浮鞋深度
hu101,liner_top_md,0,m,,,field_measured,2/201/2012/20124.doc,前言,high,回接套管返至地面
hu101,liner_bottom_md,5399.78,m,,,field_measured,2/201/2012/20124.doc,5.1,high,插入头深度
hu101,liner_outer_diameter,193.7,mm,,,field_measured,2/201/2012/20124.doc,5.1,high,回接套管外径
hu101,liner_inner_diameter,163.48,mm,,,field_measured,2/201/2012/20124.doc,5.1,high,193.7mm*15.11mm壁厚=内径163.48mm
hu101,float_collar_md,5344.53,m,,,field_measured,2/201/2012/20124.doc,5.1,high,节流浮箍位置
